Session,Start,3/13/2018 10:16:39 AM,
BPM,100.0000,
0,10.29133
0,11.96457
0,12.2462
0,12.57753
0,14.46614
0,14.7312
0,15.04597
0,16.80203
0,17.10023
0,17.38225
0,19.2539
0,19.51896
0,19.83373
0,21.60677
0,21.90457
0,22.1862
0,24.05823
0,24.33987
0,24.63807
0,26.4107
0,26.62607
0,26.94089
0,28.81287
0,29.11107
0,29.42583
0,31.41383
0,31.6789
0,31.99374
0,33.63377
0,33.9651
0,34.57807
0,35.8568
0,36.18811
0,36.55257
0,38.37505
0,38.65661
0,38.93812
0,40.47882
0,40.79366
0,41.20776
0,43.27859
0,43.56022
0,43.92469
0,45.63106
0,45.96239
0,46.31088
0,48.04979
0,48.33168
0,48.72902
0,50.38585
0,50.70045
0,50.99866
0,52.77144
0,53.05293
0,53.40082
0,55.17346
0,55.62075
0,55.93553
0,57.59223
0,58.00636
0,58.32112
0,59.91152
